A18,0.381344491,0.381929702,0.36283892,0.383545836,0.385246272,0.387512168,0.294545691,0.333879781,0.384869285,0.389285764,0.612369934,0.201224057,0,0.493524513,0.32538983,0.326574995,0.321529551,0.319179538,0.267559715,0.21624208,0.316997383,0.318778813,0.188017381,0.339577158,0.177443194,0.177021076,0.190729488,0.175829856,0.174653754,0.17303293,0.173310116,0.173310116,0.174854368,0.171765863,0.166552427,0.171612383,0.16965921,0.157235728,0.129175441,0.144147984,0.147989768,0.143228687,0.155904453,0.166127469,0.138807684,0.142416827,0.171750127,0.152494765,0.248573,0.248699797,0.244582012,0.24905762,0.249410902,0.249897771,0.249814509,0.249814509,0.249350641,0.250278378,0.249167882,0.253001008,0.253037499,0.245146208,0.236485438,0.239496713,0.231684146,0.227556982,0.248279564,0.255916826,0.230700473,0.231087119,0.26011732,0.239552769,0.264946759
A19,-0.00515906,-0.002167311,-0.099364212,0.006259411,0.014626695,0.026122774,-0.017806537,2.24E-05,0.013160034,0.03511077,0.135823337,-0.01506186,0,-0.636173847,-0.290437243,-0.315884178,-0.301125898,-0.294251946,-0.2385091,-0.171226423,-0.28786899,-0.293079798,-0.134220951,-0.218050549,-0.080636572,-0.081137702,-0.064863346,-0.082551895,-0.08394814,-0.08587235,-0.085543281,-0.085543281,-0.083709975,-0.087376587,-0.088543016,-0.092581655,-0.093867881,-0.086804491,-0.072982092,-0.084362278,-0.090344867,-0.08595111,-0.093514662,-0.101473256,-0.081871194,-0.085201886,-0.105850483,-0.069906361,-0.202122075,-0.202280972,-0.197120716,-0.202729383,-0.203172103,-0.20378223,-0.203677889,-0.203677889,-0.203096586,-0.204259192,-0.20286756,-0.207671091,-0.207716821,-0.197827746,-0.186974387,-0.190748007,-0.180957585,-0.175785576,-0.201754352,-0.211325087,-0.179724883,-0.180209413,-0.216588991,-0.190818254,-0.222641066
A2,0.242695379,0.2200934,-0.199576456,0.093061431,0.155244458,0.102171731,0.012947746,0.018866403,-0.010964748,0.064707034,0.004209798,0.008808364,0,-0.014541938,-0.054315692,-0.040883663,-0.044498466,-0.04618213,-0.029782017,-0.020128411,-0.047745532,-0.046469229,-0.014818928,-0.109346726,-0.006826814,-0.006958765,-0.002673626,-0.00733113,-0.00769877,-0.008205427,-0.008118781,-0.008118781,-0.00763606,-0.008601502,-0.009092445,-0.009788213,-0.010164671,-0.009103074,-0.007565941,-0.009118005,-0.009730135,-0.009182473,-0.010682178,-0.012042328,-0.008673929,-0.009089085,-0.01279041,-0.005712521,-0.031278559,-0.031309074,-0.03031809,-0.031395188,-0.031480208,-0.031597378,-0.03157734,-0.03157734,-0.031465706,-0.031688974,-0.031421723,-0.032344201,-0.032352983,-0.030453869,-0.028369573,-0.029094265,-0.027214097,-0.026220856,-0.031207941,-0.03304592,-0.026977367,-0.027070417,-0.034056809,-0.029107755,-0.035219059
A20,0.35571527,0.356942957,0.316995169,0.360375277,0.363859605,0.368590777,0.283368288,0.319233059,0.363185997,0.372291387,0.201224057,0.58411701,0,0.214403185,0.238528321,0.232916721,0.232755044,0.23267974,0.23268472,0.232482979,0.232609815,0.232666899,0.232372022,0.268254943,0.175362095,0.174938057,0.18870881,0.17374142,0.172559969,0.170931775,0.171210221,0.171210221,0.172761496,0.169658946,0.165538969,0.168387599,0.166655199,0.159026643,0.135083874,0.149878375,0.160933811,0.154392327,0.15654838,0.162348385,0.148318091,0.153276871,0.165538388,0.15539931,0.201013204,0.201071756,0.199170269,0.201236989,0.201400126,0.201624949,0.201586501,0.201586501,0.201372299,0.201800703,0.201287905,0.203057944,0.203074794,0.1994308,0.19543148,0.19682201,0.193214368,0.19130855,0.200877703,0.204404393,0.192760133,0.192938676,0.206344072,0.196847895,0.208574183
A21,0.049117704,0.05074884,-0.002277745,0.055329299,0.059918712,0.066193905,0.00586462,0.031040811,0.059080226,0.071100931,0.006535262,0.174059376,0,-0.045059396,-0.106484648,-0.117537605,-0.113122016,-0.11106537,-0.164651922,-0.205620893,-0.109155628,-0.11071467,-0.228153827,-0.067006585,-0.076229286,-0.07672635,-0.060584017,-0.078129071,-0.079513989,-0.081422589,-0.081096189,-0.081096189,-0.079277756,-0.082914623,-0.086396747,-0.085752308,-0.087506079,-0.090597235,-0.085494788,-0.09649792,-0.117757359,-0.109593118,-0.094878351,-0.093470031,-0.102012038,-0.10820095,-0.092695455,-0.076057515,-0.101401421,-0.101415791,-0.100949142,-0.101456341,-0.101496377,-0.101551551,-0.101542116,-0.101542116,-0.101489548,-0.101594684,-0.101468836,-0.101903226,-0.101907361,-0.101013079,-0.100031596,-0.100372849,-0.099487489,-0.099019777,-0.101368168,-0.102233662,-0.099376014,-0.09941983,-0.102709683,-0.100379202,-0.103256981
A22,-0.141493283,-0.140352005,-0.177433441,-0.137138751,-0.133944207,-0.129558029,-0.149802411,-0.141519864,-0.134507425,-0.126128693,-0.103733728,-0.128205254,0,-0.168530049,-0.250326095,-0.259553452,-0.254541122,-0.252206534,-0.311955206,-0.357521949,-0.250038701,-0.251808439,-0.382583658,-0.222711218,-0.181742773,-0.18206302,-0.171662903,-0.182966759,-0.183859029,-0.185088694,-0.184878402,-0.184878402,-0.183706829,-0.186049975,-0.187659253,-0.188512398,-0.189511945,-0.188749548,-0.169850809,-0.190281152,-0.220083755,-0.207372002,-0.192155429,-0.193785235,-0.19556823,-0.20520439,-0.194681629,-0.170537308,-0.223960594,-0.224008919,-0.222439537,-0.224145294,-0.224279938,-0.224465495,-0.224433762,-0.224433762,-0.224256971,-0.224610552,-0.224187317,-0.225648209,-0.225662117,-0.222654565,-0.219353746,-0.220501412,-0.217523863,-0.215950906,-0.223848759,-0.226759495,-0.217148962,-0.217296322,-0.2283604,-0.220522776,-0.23020101
A23,-0.00515906,-0.002167311,-0.099364212,0.006259411,0.014626695,0.026122774,-0.017806537,2.24E-05,0.013160034,0.03511077,0.135823337,-0.01506186,0,0.363826153,-0.290437243,-0.315884178,-0.301125898,-0.294251946,-0.2385091,-0.171226423,-0.28786899,-0.293079798,-0.134220951,-0.218050549,-0.080636572,-0.081137702,-0.064863346,-0.082551895,-0.08394814,-0.08587235,-0.085543281,-0.085543281,-0.083709975,-0.087376587,-0.088543016,-0.092581655,-0.093867881,-0.086804491,-0.072982092,-0.084362278,-0.090344867,-0.08595111,-0.093514662,-0.101473256,-0.081871194,-0.085201886,-0.105850483,-0.069906361,-0.202122075,-0.202280972,-0.197120716,-0.202729383,-0.203172103,-0.20378223,-0.203677889,-0.203677889,-0.203096586,-0.204259192,-0.20286756,-0.207671091,-0.207716821,-0.197827746,-0.186974387,-0.190748007,-0.180957585,-0.175785576,-0.201754352,-0.211325087,-0.179724883,-0.180209413,-0.216588991,-0.190818254,-0.222641066
A24,0.109945515,0.10464858,0.276660694,0.089697477,0.07494534,0.054608131,0.049946407,0.053404725,0.077454054,0.038709864,-0.003346348,0.015844518,0,-0.066215245,0.614886452,-0.154531076,0.107538467,0.229602397,-0.10882551,-0.069081539,0.342947474,0.250416766,-0.047222356,0.486751967,0.046663005,0.046848684,0.040818716,0.04737267,0.047890006,0.048602963,0.048481037,0.048481037,0.047801761,0.049160313,0.046635949,0.054045441,0.053914239,0.038457989,0.021180538,0.026969902,0.011551321,0.013988053,0.043963679,0.058740876,0.016250733,0.014403565,0.066868335,0.028620325,0.21288963,0.213130641,0.20530375,0.213810774,0.214482276,0.215407694,0.215249433,0.215249433,0.214367734,0.216131133,0.214020355,0.221306179,0.22137554,0.206376146,0.189914162,0.195637853,0.180788092,0.172943374,0.212331882,0.226848429,0.178918373,0.179653292,0.23483253,0.1957444,0.2440121
A25-1,0.022154978,0.021255592,0.05044689,0.018710717,0.016218316,0.012768535,-0.004463411,0.003108596,0.016626724,0.010072126,0.008221172,0.00579772,0,0.010422532,0.107861095,0.013514919,-0.123154988,-0.186811626,0.007975902,0.003159366,-0.245921361,-0.19766637,0.000510271,0.086110121,-0.033884267,-0.034184049,-0.024448543,-0.035030035,-0.035865285,-0.037016369,-0.036819516,-0.036819516,-0.035722811,-0.037916221,-0.037427763,-0.042216181,-0.042741764,-0.033365039,-0.022344408,-0.027657879,-0.020910614,-0.021273444,-0.038590602,-0.048097317,-0.021610358,-0.021335314,-0.053326011,-0.023141545,-0.155191811,-0.155359942,-0.149899831,-0.15583441,-0.156302856,-0.156948436,-0.156838032,-0.156838032,-0.15622295,-0.157453113,-0.155980615,-0.161063273,-0.16111166,-0.150647945,-0.139163913,-0.143156812,-0.132797483,-0.127324935,-0.154802721,-0.164929598,-0.13149315,-0.132005836,-0.17049938,-0.143231141,-0.176903133
A25-2,0.022154978,0.021255592,0.05044689,0.018710717,0.016218316,0.012768535,-0.004463411,0.003108596,0.016626724,0.010072126,0.008221172,0.00579772,0,0.010422532,0.107861095,0.013514919,-0.123154988,-0.186811626,0.007975902,0.003159366,-0.245921361,-0.19766637,0.000510271,0.086110121,-0.033884267,-0.034184049,-0.024448543,-0.035030035,-0.035865285,-0.037016369,-0.036819516,-0.036819516,-0.035722811,-0.037916221,-0.037427763,-0.042216181,-0.042741764,-0.033365039,-0.022344408,-0.027657879,-0.020910614,-0.021273444,-0.038590602,-0.048097317,-0.021610358,-0.021335314,-0.053326011,-0.023141545,-0.155191811,-0.155359942,-0.149899831,-0.15583441,-0.156302856,-0.156948436,-0.156838032,-0.156838032,-0.15622295,-0.157453113,-0.155980615,-0.161063273,-0.16111166,-0.150647945,-0.139163913,-0.143156812,-0.132797483,-0.127324935,-0.154802721,-0.164929598,-0.13149315,-0.132005836,-0.17049938,-0.143231141,-0.176903133
A26,-0.154255471,-0.147159764,-0.377554474,-0.12711891,-0.107381972,-0.0801452,-0.041019586,-0.059621918,-0.110707502,-0.058854115,-0.013095996,-0.027439959,0,0.045370181,0.169391357,0.127501237,0.138771509,0.144020855,0.092873705,0.062762807,0.148895247,0.144915974,0.046201813,-0.65897221,0.021105529,0.021519414,0.008078371,0.022687401,0.023840564,0.025429775,0.025157996,0.025157996,0.023643862,0.026672129,0.028219577,0.030386921,0.031569289,0.028272089,0.023508279,0.028345856,0.030269907,0.028558835,0.033217525,0.037453758,0.026969984,0.028267063,0.039783687,0.017662765,0.097493992,0.097589244,0.094495913,0.097858045,0.098123435,0.098489177,0.09842663,0.09842663,0.098078166,0.098775094,0.097940876,0.100820367,0.10084778,0.094919743,0.088413664,0.090675772,0.084806873,0.081706496,0.09727356,0.103010767,0.084067926,0.084358379,0.10616623,0.090717882,0.109794166
A27,-0.015874377,-0.014942799,-0.045209892,-0.012319562,-0.00971276,-0.006132713,-0.021635013,-0.015308664,-0.0101714,-0.003333675,0.009314666,0.00029848,0,0.033154964,-0.104708257,0.066644906,-0.632514403,-0.492392066,0.045402753,0.026931316,-0.362278467,-0.468498372,0.016772026,-0.082167713,-0.049713305,-0.050074886,-0.038332424,-0.051095271,-0.052102706,-0.053491084,-0.05325365,-0.05325365,-0.051930862,-0.054576439,-0.053221994,-0.060528119,-0.061004731,-0.046371649,-0.029479184,-0.036748544,-0.024738984,-0.02593852,-0.053456023,-0.067984266,-0.027052376,-0.026143066,-0.075974799,-0.032833173,-0.22740396,-0.227653897,-0.219537138,-0.228359219,-0.229055589,-0.23001528,-0.229851158,-0.229851158,-0.228936805,-0.230765511,-0.228576562,-0.236132214,-0.236204144,-0.220649251,-0.203577601,-0.209513267,-0.194113549,-0.185978304,-0.226825556,-0.24187972,-0.192174586,-0.192936722,-0.25015951,-0.209623761,-0.259679044
A28,0.120660832,0.117424067,0.222506374,0.10827645,0.099284794,0.086863618,0.053774883,0.06873583,0.100785487,0.077154308,0.123162323,0.000484177,0,0.264455944,0.429157465,0.46293984,0.438926972,0.427742517,-0.392737363,-0.267239279,0.417356951,0.425835341,-0.198215332,0.350869131,0.015739738,0.015785868,0.014287794,0.015916046,0.016044572,0.016221698,0.016191406,0.016191406,0.016022648,0.016360164,0.011314927,0.021991905,0.021051089,-0.001974854,-0.02232237,-0.020643832,-0.054054562,-0.046024537,0.003905041,0.025251886,-0.038568085,-0.044655255,0.036992651,-0.008452863,0.238171516,0.238503565,0.227720172,0.23944061,0.240365762,0.241640744,0.241422703,0.241422703,0.240207954,0.242637452,0.239729357,0.249767302,0.249862864,0.229197652,0.206517375,0.214403113,0.193944057,0.183136102,0.237403086,0.257403062,0.191368077,0.1923806,0.268403049,0.214549908,0.281050078
A29,-0.013731336,-0.012925521,-0.039106556,-0.010656421,-0.008401537,-0.005304796,-0.018714286,-0.013241995,-0.008798261,-0.002883629,0.008057186,0.000258186,0,0.028679044,-0.090572642,0.057647844,0.317875041,-0.490919137,0.039273382,0.023295589,-0.313370874,-0.065251092,0.014507802,-0.071075072,-0.043002009,-0.043314777,-0.033157547,-0.04419741,-0.045068841,-0.046269788,-0.046064408,-0.046064408,-0.044920196,-0.04720862,-0.046037025,-0.052356823,-0.052769092,-0.040111476,-0.025499494,-0.031787491,-0.021399221,-0.02243682,-0.04623946,-0.05880639,-0.023400305,-0.022613752,-0.065718201,-0.028400695,-0.196704426,-0.196920621,-0.189899625,-0.197530724,-0.198133085,-0.198963217,-0.198821252,-0.198821252,-0.198030337,-0.199612167,-0.197718726,-0.204254365,-0.204316585,-0.190861602,-0.176094624,-0.181228976,-0.16790822,-0.160871233,-0.196204106,-0.209225958,-0.166231017,-0.166890264,-0.216387976,-0.181324553,-0.224622373
A3,0.321083287,0.286585819,0.103999236,0.1549704,-0.382016876,0.012455322,-0.006564523,-0.009607792,0.047190845,-0.074638222,-0.002203359,-0.004599154,0,0.007573131,0.028306808,0.021306773,0.023191502,0.024069351,0.015522668,0.010493012,0.024884497,0.024219042,0.007726701,0.05698236,0.003610737,0.003678823,0.001467711,0.003870962,0.004060662,0.004322095,0.004277386,0.004277386,0.004028304,0.004526468,0.004777638,0.005140959,0.005334766,0.004777635,0.003967977,0.004777631,0.005092341,0.004807814,0.005594645,0.006305092,0.00454361,0.004759296,0.006695838,0.003020769,0.01631602,0.016331898,0.015816247,0.016376707,0.016420947,0.016481915,0.016471489,0.016471489,0.0164134,0.016529577,0.016390514,0.016870519,0.016875089,0.015886898,0.014802349,0.015179438,0.014201105,0.013684279,0.016279274,0.017235654,0.014077924,0.014126342,0.017761663,0.015186457,0.018366432
A30,-0.002143041,-0.002017278,-0.006103335,-0.001663141,-0.001311223,-0.000827916,-0.002920727,-0.00206667,-0.001373139,-0.000450046,0.00125748,4.03E-05,0,0.00447592,-0.014135615,0.008997062,0.049610556,-0.001472929,0.006129372,0.003635728,-0.048907593,-0.40324728,0.002264223,-0.011092641,-0.006711296,-0.00676011,-0.005174877,-0.006897862,-0.007033865,-0.007221296,-0.007189243,-0.007189243,-0.007010666,-0.007367819,-0.007184969,-0.008171296,-0.008235639,-0.006260173,-0.00397969,-0.004961053,-0.003339763,-0.0035017,-0.007216563,-0.009177876,-0.003652071,-0.003529314,-0.010256598,-0.004432478,-0.030699535,-0.030733276,-0.029637514,-0.030828495,-0.030922505,-0.031052063,-0.031029906,-0.031029906,-0.030906469,-0.031153344,-0.030857836,-0.031877849,-0.031887559,-0.029787649,-0.027482976,-0.028284291,-0.026205329,-0.025107071,-0.03062145,-0.032653762,-0.025943569,-0.026046457,-0.033771534,-0.028299208,-0.035056671
A31-1,-0.006865668,-0.00646276,-0.019553278,-0.005328211,-0.004200769,-0.002652398,-0.009357143,-0.006620997,-0.00439913,-0.001441814,0.004028593,0.000129093,0,0.014339522,-0.045286321,0.028823922,0.158937521,0.254540432,0.019636691,0.011647794,-0.156685437,-0.032625546,0.007253901,-0.035537536,-0.021501004,-0.021657388,-0.016578773,-0.022098705,-0.02253442,-0.023134894,-0.023032204,-0.023032204,-0.022460098,-0.02360431,-0.023018513,-0.026178412,-0.026384546,-0.020055738,-0.012749747,-0.015893745,-0.01069961,-0.01121841,-0.02311973,-0.029403195,-0.011700153,-0.011306876,-0.032859101,-0.014200347,-0.098352213,-0.09846031,-0.094949812,-0.098765362,-0.099066542,-0.099481609,-0.099410626,-0.099410626,-0.099015168,-0.099806084,-0.098859363,-0.102127183,-0.102158292,-0.095430801,-0.088047312,-0.090614488,-0.08395411,-0.080435617,-0.098102053,-0.104612979,-0.083115508,-0.083445132,-0.108193988,-0.090662277,-0.112311187
A31-2,-0.006865668,-0.00646276,-0.019553278,-0.005328211,-0.004200769,-0.002652398,-0.009357143,-0.006620997,-0.00439913,-0.001441814,0.004028593,0.000129093,0,0.014339522,-0.045286321,0.028823922,0.158937521,0.254540432,0.019636691,0.011647794,-0.156685437,-0.032625546,0.007253901,-0.035537536,-0.021501004,-0.021657388,-0.016578773,-0.022098705,-0.02253442,-0.023134894,-0.023032204,-0.023032204,-0.022460098,-0.02360431,-0.023018513,-0.026178412,-0.026384546,-0.020055738,-0.012749747,-0.015893745,-0.01069961,-0.01121841,-0.02311973,-0.029403195,-0.011700153,-0.011306876,-0.032859101,-0.014200347,-0.098352213,-0.09846031,-0.094949812,-0.098765362,-0.099066542,-0.099481609,-0.099410626,-0.099410626,-0.099015168,-0.099806084,-0.098859363,-0.102127183,-0.102158292,-0.095430801,-0.088047312,-0.090614488,-0.08395411,-0.080435617,-0.098102053,-0.104612979,-0.083115508,-0.083445132,-0.108193988,-0.090662277,-0.112311187
A32-1,0.060330416,0.058712034,0.111253187,0.054138225,0.049642397,0.043431809,0.026887442,0.034367915,0.050392744,0.038577154,0.061581161,0.000242088,0,0.132227972,0.214578733,0.23146992,0.219463486,0.213871258,0.303631319,-0.133619639,0.208678476,0.21291767,-0.099107666,0.175434566,0.007869869,0.007892934,0.007143897,0.007958023,0.008022286,0.008110849,0.008095703,0.008095703,0.008011324,0.008180082,0.005657464,0.010995953,0.010525544,-0.000987427,-0.011161185,-0.010321916,-0.027027281,-0.023012269,0.00195252,0.012625943,-0.019284043,-0.022327628,0.018496326,-0.004226431,0.119085758,0.119251783,0.113860086,0.119720305,0.120182881,0.120820372,0.120711351,0.120711351,0.120103977,0.121318726,0.119864679,0.124883651,0.124931432,0.114598826,0.103258687,0.107201556,0.096972028,0.091568051,0.118701543,0.128701531,0.095684038,0.0961903,0.134201524,0.107274954,0.140525039
A32-2,0.060330416,0.058712034,0.111253187,0.054138225,0.049642397,0.043431809,0.026887442,0.034367915,0.050392744,0.038577154,0.061581161,0.000242088,0,0.132227972,0.214578733,0.23146992,0.219463486,0.213871258,0.303631319,-0.133619639,0.208678476,0.21291767,-0.099107666,0.175434566,0.007869869,0.007892934,0.007143897,0.007958023,0.008022286,0.008110849,0.008095703,0.008095703,0.008011324,0.008180082,0.005657464,0.010995953,0.010525544,-0.000987427,-0.011161185,-0.010321916,-0.027027281,-0.023012269,0.00195252,0.012625943,-0.019284043,-0.022327628,0.018496326,-0.004226431,0.119085758,0.119251783,0.113860086,0.119720305,0.120182881,0.120820372,0.120711351,0.120711351,0.120103977,0.121318726,0.119864679,0.124883651,0.124931432,0.114598826,0.103258687,0.107201556,0.096972028,0.091568051,0.118701543,0.128701531,0.095684038,0.0961903,0.134201524,0.107274954,0.140525039
