first,second
23,"[6142, 5116, 6141, 4819, 6235, 6068, 2963, 254, 5339, 5630, 6238, 3468, 6168, 2892, 1440, 4531, 2458, 1849, 6536, 5433, 2433, 4062, 2816, 4504, 5153, 1152, 2329, 2072, 6782, 5340, 2909, 4307, 3746, 5029, 6828, 3747, 1866, 2456, 2217, 4781, 4505, 5826, 4333, 5141, 2482, 6169, 6606, 5635, 4033, 3648, 753, 3642, 4039, 2434, 3195, 5058, 6632, 1648, 5872, 1716, 2435, 5792, 1861, 1484, 4021, 5217, 2568, 3722, 2878, 1845, 3299, 4363, 4757, 3654, 5237, 4736, 5622, 4759, 6669, 677, 6929, 5654]"
6,"[1374, 4636, 118, 2788, 6021, 2766, 2752, 3453, 6024, 1630, 5685, 4950, 6115, 5704, 3074, 3134, 4236, 5738, 3142, 3815, 6492, 2792, 5417, 1641, 4233, 240, 4195, 3519, 4967, 6714, 4571, 6797, 933, 1976, 2759, 3529, 3505, 3860, 2753, 6645, 5923, 2407, 4969, 4611, 1276, 6081, 5625, 1349, 6007, 150, 6411, 2090, 176, 578, 6744, 6026, 6129, 5626, 2336, 1274, 178, 5281, 2786, 1738]"
11,"[6242, 3645, 2823, 6206, 803, 5262, 5426, 1973, 5182, 3692, 1491, 4003, 4111, 3606, 804, 737, 1916, 5627, 1847, 2202, 251, 5871, 4183, 281, 5910, 1231, 2283, 6556, 5450, 3699, 6520, 2300, 5458, 6212, 4733, 94, 2295, 3534, 853, 4675, 1047, 445, 5884, 5130, 6663, 3629, 5421, 3972, 4188, 6334, 635, 2005, 805, 6920, 4555, 3208, 5382, 3164, 847, 1413, 1432, 6575, 5118, 4751, 4778, 6826, 6580, 3030, 554, 5065, 2193, 6627]"
9,"[1993, 909, 6548, 1351, 196, 4886, 1344, 1733, 2118, 25, 4930, 834, 3215, 2383, 2110, 4208, 4148, 1040, 2133, 3963, 4063, 4788, 76, 5361, 4631, 4630, 6460, 1279, 3712, 977, 4825, 168, 1372, 2441, 3172, 956, 5787, 5755, 2148, 6752, 2861, 6148, 2459, 623, 3693, 2073, 1998, 5748, 6241, 1707, 5931, 3673, 1297, 2497, 5344, 770, 1445, 5586, 550, 379, 2829, 5007, 1762, 806, 5592, 270, 3805, 631, 2327, 2042, 5023, 1273, 6659, 2687, 5986]"
14,"[3893, 4750, 4241, 5368, 2095, 2214, 6841, 5082, 6102, 6211, 4807, 5721, 2815, 3161, 5897, 2216, 2797, 6456, 6371, 5356, 4285, 973, 6565, 4725, 6656, 2436, 4735, 4532, 6143, 6033, 6269, 3328, 611, 6842, 3160, 6823, 5343, 5341, 3665, 5292, 2798, 6167, 6098, 983, 5475, 5342, 3628, 2068, 6531, 2070]"
3,"[4046, 6314, 2676, 132, 9, 468, 2912, 1227, 6296, 699, 1032, 3436, 126, 2639, 5055, 1556, 1399, 2112, 2312, 3755, 103, 1519, 1168, 2589, 143, 5544, 5076, 92, 5209, 5179, 1228, 5202, 3243, 481, 836, 4093, 2501, 5576, 1787, 2566, 1108, 4715, 10, 6315, 115, 4510, 1094, 4846, 2499, 4131, 1877, 4153, 482, 861, 1184, 4114, 3021, 1226, 4105, 1456, 5577, 469, 2292, 328, 1195, 2120]"
7,"[1795, 291, 381, 1428, 4048, 2877, 3732, 2254, 2220, 2222, 2649, 50, 1874, 773, 6173, 6263, 2309, 4434, 1823, 2856, 24, 3640]"
4,"[3941, 6878, 4392, 4823, 5887, 6140, 383, 378, 3971, 3927, 5085, 4452, 6185, 5905, 4479, 5848, 6545, 2959, 1439, 6550, 4368, 6348, 3657, 1293, 5842, 2320, 5799, 1821, 6683, 6522, 6256, 4016, 4390, 2707, 6547, 4746, 6557, 5901, 4040, 5883, 6150, 1772]"
13,"[3466, 6028, 2361, 6764, 5329, 3098, 1620, 4991, 4998, 2751, 6438, 3462, 3549, 6073, 2741, 4977, 6791, 1611, 4248, 4593, 1681, 4202, 1282, 3075, 6430, 6855, 1361, 4942, 6765, 5280, 558, 3077, 4534, 6859, 3432, 5642, 5970, 5330, 4662, 5665, 3472, 6730, 6432, 3119, 4958, 5282, 1365, 5012, 1626, 5989, 6800, 548, 931, 2048, 6723]"
15,"[2770, 4494, 1147, 4546, 2188, 3372, 2936, 3339, 1020, 6899, 3226, 167, 485, 1368, 5300, 6019, 4168, 3086, 6200, 3248, 4661, 4440, 2385, 6690, 4356, 6693, 3422, 5420, 4404, 3779, 225, 4713, 6678, 4186, 5817, 4549, 6558, 2414, 2897, 2640]"
2,"[4198, 6454, 6032, 6427, 5693, 6053, 6052, 5001, 6423, 5650, 5016, 6805, 3871, 6734, 4803, 5722, 4985, 3830, 6086, 5701, 3521, 6486, 6811, 2052, 3145, 5700, 3152, 5357, 3874, 6814, 6400, 5715, 4607, 6047]"
10,"[1892, 170, 2212, 4074, 1077, 3213, 1426, 1938, 3286, 3225, 5518, 509, 2884, 4152, 3054, 4717, 529, 2468, 4484, 4157, 4870, 3415, 3276, 1224, 6178, 102, 1627, 6509, 5876, 5834, 2474, 5232, 4164, 2130, 2232, 2105, 2168, 3048, 439, 621, 4682, 5555, 4520, 669, 5436, 1408, 227, 864, 5228, 3799, 436, 160, 6276, 3824, 1995, 994, 3990, 859, 1969, 2225, 510, 1773, 74, 6702, 5965, 870, 2226, 4882, 5163, 2722, 6887, 3577, 3205, 3993, 6282, 1724, 3387, 1918, 4125]"
18,"[5523, 5939, 5165, 4132, 5251, 869, 3838, 916, 1357, 4845, 56, 615, 1617, 6748, 4913, 2092, 6243, 1175, 6352, 2104, 3724, 169, 271, 1652, 3745, 6329, 2266, 3114, 3081, 4134, 4911, 2758, 4892, 969, 2341, 1670, 1041, 4859, 4664, 2726, 6705, 1099, 3890, 3391, 1225, 4556, 1742, 4561, 3818, 3761, 350, 4189, 3284, 4550, 6107, 3793, 4708, 1251, 2086, 4315, 5390, 4158, 5203, 1606, 1755, 1500, 1604, 5416, 199, 4490, 2367, 1797, 100, 3987, 3836, 3563, 3590, 3562, 2239, 921, 3806, 1541, 2496, 2126, 4193, 2272, 3889, 2727, 1353, 3922, 2207, 229, 1971, 1240, 1259, 898, 552, 1424, 3336, 3236, 6245, 783, 541, 5510]"
21,"[3884, 4239, 4914, 2700, 4650, 5400, 6884, 942, 6672, 2780, 6892, 6372, 997, 5495, 4290, 5699, 1981, 3825, 2465, 5830, 6379, 1288, 5336, 2799, 4605, 5384, 2330, 3840, 3914, 5961, 6673, 6370, 2462, 5476, 4251, 4223, 5881, 6818, 6786, 4359, 3144]"
