first,second
11,"[352, 6297, 5940, 5521, 3446, 2940, 2668, 969, 4838, 1773, 6276, 1582, 3582, 4415, 483, 1481, 3803, 2306, 5556, 1225, 903, 888, 2613, 1258, 499, 6291, 4138, 3744, 893, 4456, 5199, 5613, 2256, 3768, 528, 120, 2485, 3775, 1539, 2831, 892, 916, 4129, 5489, 3935, 87, 3213, 2677, 2135, 3219, 2044]"
9,"[679, 4765, 993, 911, 2990, 4801, 3283, 1436, 6192, 496, 6939, 4428, 6251, 1049, 265, 5096, 5524, 335, 392, 129, 2526, 2381, 5870, 5816, 6311, 1375, 356, 2924, 792, 5104, 5227, 6160, 3216]"
14,"[2380, 5982, 5397, 697, 1634, 4911, 2375, 6827, 1652, 2205, 1413, 1577, 4778, 5023, 3132, 1953, 5057, 3035, 1295, 4442, 5389, 3127, 2388, 517, 5546, 1914, 6331, 3671, 3652, 1266, 674, 4934, 2837, 1762, 1988, 6018, 738, 6746, 3421, 1742, 2624, 2055, 6121, 416, 5363, 5877, 4902, 4142, 5913, 1028, 2530, 5976, 1847, 5884, 4539, 781, 2725, 4384, 900, 2349, 6609, 6906, 1047, 5390, 1712, 4405, 4132, 5421, 525, 2382, 4576, 1252, 3804, 1814, 1960, 739, 1687, 1254, 6242, 5290, 655, 1676, 266, 3198, 6871, 3164, 2057, 3817, 3449, 3820]"
3,"[6814, 1310, 6401, 6487, 3151, 4975, 6802, 6428, 6442, 4971, 6468, 3872, 6469, 5651, 3830, 4960, 6092, 4599, 3500, 3522, 6400, 3896, 4261, 2051, 6804, 3521, 2429, 3876, 5722, 4974, 5637, 6806, 5700, 2739, 2417, 5676, 4264, 6013, 1662, 5317, 2408, 219, 6759, 5694, 6053, 6426, 3829, 4959, 6441, 3497, 4973, 5656, 1663, 3152]"
7,"[1309, 4407, 4625, 3885, 2069, 6111, 5371, 4762, 2034, 3628, 6033, 4240, 6067, 1313, 3160, 4421, 4915, 4749, 611, 3893, 2053, 6913, 6100, 2068, 6366, 5083, 6626, 6841, 5846, 6573, 6414, 5355, 2079, 2797, 2095, 6097, 4268, 3161, 6208]"
4,"[3411, 3331, 1457, 1010, 3792, 5890, 3929, 5198, 4156, 1031, 1552, 5782, 1173, 6191, 2566, 136, 5593, 5241, 4717, 1812, 3755, 2285, 2221, 4871, 6178, 3364, 637, 4125, 1966, 3064, 5912, 3739, 1759, 4073, 686, 859, 4485, 3038, 4872, 106, 880, 4045, 6231, 1522, 1786, 6151, 5522, 5864, 1736, 3604, 5202, 1062, 1508, 3968, 160, 107, 1584, 4130, 3250, 4510, 1593, 2475, 663, 1077, 1404, 2655, 3749, 5076, 91, 2597, 5934, 5067, 2150, 4507, 2678, 209, 3725, 641, 3979, 5041, 2160, 385, 2949, 3005, 5596, 2868, 1566, 3988, 5555, 4093, 2268, 1030, 482, 2633]"
13,"[5027, 4644, 3478, 931, 4922, 4651, 2387, 1959, 6739, 1645, 4466, 2007, 6089, 6387, 5638, 6618, 6712, 2082, 1568, 1701, 6547, 5018, 4547, 603, 4303, 6293, 5455, 1666, 6114, 4247, 5610, 2705, 5587, 4013, 1844, 5669, 4597, 2410, 3748, 5035, 5223, 2357, 4686, 570, 5760, 5224, 2771, 6784, 5786, 6674, 991, 224, 6849, 4256, 215, 514, 6226, 6758, 4202, 5347, 4224, 986, 2807, 6861, 6716, 1268, 2762, 1982, 3789, 4257, 6029, 3879, 2463]"
15,"[5837, 3168, 4374, 3288, 6, 6651, 44, 5122, 4377, 1818, 4381, 2171, 1382, 4419, 4695, 1171, 4782, 2860, 6940, 847, 293, 6675, 1985, 766, 5252, 4410, 5762, 3701, 2525, 2201, 1510, 712, 1113, 1419, 3781, 1721, 628, 2817]"
2,"[314, 3680, 1901, 461, 622, 1525, 4327, 57, 1140, 6310, 3044, 5158, 1498, 3006, 2234, 3763, 320, 2567, 811, 3346, 1494, 5129, 4454, 2557, 5105, 650, 2686, 3707, 3703, 401, 505, 2319, 1070, 3238, 715, 1197, 4833, 386, 2880, 2974]"
10,"[4418, 1771, 5792, 2701, 6578, 6069, 6503, 4817, 253, 6597, 3912, 2480, 6617, 2585, 259, 5088, 1846, 5468, 5750, 2910, 1116, 190, 1859, 1348, 6923, 4422, 5514, 6526, 4804, 5806, 6528, 6545, 591, 3642, 2818, 6174, 3657, 4531, 5751, 590, 2919, 2217, 2568, 6238, 4816, 4652, 4408, 2573, 2435, 2454, 4701, 283, 2190, 5457, 4745, 4024, 38, 1012, 6197, 2903, 1383, 4756, 6605, 5856, 4438, 939, 6554]"
18,"[1506, 3333, 1913, 5939, 5172, 1946, 275, 3563, 74, 1019, 3752, 2474, 1604, 3424, 4074, 4430, 6702, 5543, 5240, 1560, 3737, 4294, 3734, 1025, 868, 1912, 6691, 5771, 8, 6708, 2198, 3391, 1541, 898, 830, 2984, 3359, 5810, 2313, 4324, 5937, 5535, 5070, 4881, 2709, 796, 3048, 3607, 2134, 4134, 3405, 1969, 1548, 1633, 153, 166, 4355, 3955, 169, 104, 6583, 6491, 2943, 1797, 2367, 1408, 617, 2144, 5093, 159, 200, 539, 1507, 6275, 4880, 6354, 271, 498, 4707, 2484]"
21,"[6698, 6713, 264, 1688, 1255, 4203, 2827, 1616, 5204, 6622, 3554, 1630, 4546, 2753, 5563, 2788, 1731, 2400, 3174, 6714, 4204, 3814, 4903, 3735, 6636, 5625, 5589, 3092, 4951, 1987, 1751, 3801, 4095, 4847, 6252, 1274, 6589, 277, 1618, 895, 5128, 2716, 966, 6755, 3047, 4684, 6408, 1979, 5729, 3451, 4618, 1241, 3765, 5528, 2844, 5366, 122, 1238, 4590, 2402, 6709, 2784, 164, 5978, 4864, 3020, 2103, 3078, 207, 1349, 897, 3074, 6744, 3899]"
