first,second
23,"[2956, 1721, 3695, 6347, 3168, 4377, 5263, 5837, 1413, 4755, 5182, 2398, 5149, 4289, 6920, 5829, 1382, 3104, 5264, 6271, 2223, 3191, 6139, 5451, 1113, 5506, 6210, 3030, 4149, 3278, 2893, 5661, 4374, 2823, 5844, 3620, 299, 674, 5426, 5130, 3692, 2960, 2575, 5216, 3647, 1048, 6540, 2153, 3588, 4805, 1013]"
6,"[5144, 5459, 5197, 6703, 5523, 2234, 6247, 280, 1216, 682, 2203, 728, 6576, 4381, 3039, 5904, 3045, 1832, 4741, 2229, 2201, 5158, 4511, 53, 6205, 3688, 3804, 1101, 432, 3535, 358, 5762, 5051, 3707, 5534, 4833, 1596, 2541, 11, 304, 4718, 6539, 6350, 2270, 3680, 2891, 6614, 4322, 367, 6826, 791, 6875, 4920, 5243, 4357, 2833, 6310, 262, 2660]"
11,"[3389, 2888, 1096, 402, 317, 4467, 48, 289, 3253, 1902, 417, 2675, 5488, 3015, 1220, 45, 2166, 3370, 39, 6570, 1895, 2509, 1475, 1578, 2862, 447, 3337, 1549, 701, 1194, 2538, 2661, 2948, 1581, 1863, 1534, 1545, 3634]"
9,"[6388, 4250, 4685, 6672, 4547, 1389, 4650, 3137, 1681, 3510, 5653, 3557, 6419, 4238, 4992, 5012, 3504, 6398, 6474, 2799, 3549, 6027, 4995, 2394, 1569, 2102, 4247, 6757, 1269, 3167, 1365, 3182, 2083, 1367, 548, 6451, 3509, 931, 4202, 3518, 598, 4955, 204, 6058, 6884, 5990, 3862, 3466, 4225, 245, 3856, 1620, 4210, 3141, 6775, 6731, 3882, 3189, 3176, 3884, 4953, 946, 3827, 1261, 1683, 2775, 4999, 1291, 3496, 6008, 4577, 3866, 6036, 4942, 2748, 3913]"
14,"[450, 1964, 2187, 4341, 5878, 1146, 181, 6189, 8, 4323, 2694, 2647, 5194, 6124, 3836, 6304, 1830, 2198, 5066, 923, 4304, 4721, 1813, 1175, 5107, 554, 4919, 3643, 2840, 30, 6529, 4548, 2157, 387, 4839, 2558, 2846, 2583, 5581, 3187, 802, 4330, 6502, 4879, 5104, 4336, 4399, 4738]"
3,"[5704, 3852, 4284, 3118, 5393, 6792, 2363, 3505, 3899, 3802, 5259, 3369, 578, 1329, 1274, 4905, 4234, 2724, 2742, 4302, 5705, 5815, 4957, 1284, 1616, 5597, 6395, 4933, 3148, 276, 4943, 3778, 6408, 3858, 2087, 4546, 6699, 2759, 5405, 6080, 5992, 3452, 3860, 1260, 3923, 2766, 3515, 5302, 515, 264, 6714, 2730, 5646, 1996, 4969, 6115, 1248, 932, 176, 6755, 2786, 5008, 925, 1690, 933, 5741, 5991, 6039, 530, 3900, 967, 3883, 4952, 5399, 3815, 5626, 1618, 1374, 5425, 3554]"
7,"[1138, 4706, 2578, 3697, 3937, 3184, 3010, 4028, 2932, 4768, 5549, 2994, 3266, 438, 326, 2194, 4109, 3621, 4638, 645, 4766, 3126, 1994, 7, 1441, 3231, 827, 494, 3032, 1017, 6219, 2610, 4459, 1165, 5207, 3343, 2899, 5889, 5054, 1821, 649, 3639, 6619, 3958, 362, 749, 4351, 5936, 1150, 1748, 1455, 4488, 2246, 1783, 2060, 4830, 2681, 2521, 3323, 5487]"
4,"[1717, 6269, 5113, 5323, 4256, 3161, 533, 2424, 4257, 3912, 3514, 1668, 6090, 882, 2416, 3169, 2064, 246, 5678, 189, 985, 6195, 5475, 6724, 4647, 6728, 215, 1306, 3539, 6712, 612, 4746, 4255, 4758, 5343, 4224, 190, 1003, 6371, 6784, 247, 2107, 2395, 2078, 6102, 5026, 5721, 6742, 1710, 5632, 986, 2071, 949, 983, 2705, 6459, 998, 4634, 6861, 2070, 2037, 611, 1665, 6224, 6114, 3628, 2065, 2931]"
13,"[86, 3379, 2138, 1523, 5771, 3710, 1558, 1073, 3938, 3359, 4288, 1105, 2486, 2350, 4074, 2144, 4311, 3749, 4786, 2493, 3713, 2279, 2727, 1472, 3405, 844, 6146, 2510, 2579, 5024, 4337, 2494, 4729, 6705, 2134, 1760, 1181, 2149, 418, 3932, 6506, 1938, 1041, 2207, 4355, 5438, 4849, 74, 345, 1604, 1425, 1595, 4041, 5614, 3754, 5251, 5608, 6873, 290, 2129, 4433, 6666, 1797, 1528, 3285, 440]"
15,"[2536, 3288, 6200, 759, 2215, 1157, 2192, 673, 4424, 4391, 4767, 5364, 765, 3808, 6510, 1732, 2719, 3268, 6646, 4401, 4739, 1463, 5297, 5327, 3943, 4037, 3491, 3248, 3264, 5110, 5785, 1050, 5090, 2106, 4791, 2147, 5791, 3173, 5662, 3904, 522, 1807, 2936, 2004, 4877, 2770, 3201, 5706, 3953, 4440, 5300, 2099, 6693, 5941, 1072, 2058, 4010, 5306, 4815, 6710, 5230, 6718, 1482, 336, 1567, 6552, 1135]"
2,"[5467, 3872, 5321, 4532, 6050, 4420, 6420, 4253, 4973, 6832, 5667, 3524, 5320, 4961, 6814, 6458, 6831, 6561, 2428, 6092, 4198, 6031, 3875, 219, 5021, 3526, 6422, 2053, 4600, 6830, 6454, 3160, 4984, 6098, 5358, 5694, 4588, 6426, 5845, 6834, 6788, 6777, 4621, 2429, 2068, 6914]"
10,"[4505, 2631, 4390, 6225, 5388, 5344, 4678, 677, 1423, 372, 2816, 3746, 6519, 3308, 5254, 3273, 5120, 772, 2174, 2824, 2456, 3068, 5037, 2164, 2377, 2853, 6894, 2872, 4479, 2420, 6593, 2210, 2202, 188, 211, 3043, 4712, 909, 1817, 1860, 5150, 3642, 2457, 5880, 4645, 1000, 6648, 4271, 6924, 4088, 4653, 1016, 3279, 4400, 2448, 332, 2629, 1867, 2423, 3835, 76, 5386, 172, 5275, 5956, 4276, 2688, 743, 805, 3469, 2243, 42, 2073, 6514, 4200, 6480, 2861, 5747, 5910, 382, 3693, 35, 4205, 2295, 744, 651, 5671, 3645, 6306]"
18,"[2516, 2971, 4740, 4140, 2195, 3411, 5593, 2682, 4790, 3271, 2608, 794, 3331, 2978, 2528, 2551, 2854, 3685, 2221, 1497, 3952, 646, 2318, 4387, 1488, 31, 96, 758, 4068, 5195, 1098, 1118, 719, 4492, 3382, 2162, 789, 6191, 3270, 1163, 4493, 1031, 1201, 6642, 5924, 2600, 1487, 2986]"
21,"[1381, 3786, 960, 4298, 5239, 6726, 4567, 2432, 2762, 4518, 6504, 3482, 6293, 5022, 1429, 6091, 6650, 6059, 149, 559, 1386, 214, 1611, 6226, 4929, 6569, 2009, 620, 6144, 3561, 6118, 241, 1568, 4680, 4303, 2326, 3915, 6701, 2376, 5455, 4980, 5799, 4868, 5703, 4676, 5655, 4291, 5565, 4918, 3550, 6181, 5091, 2018, 6490, 1572, 2397, 4996, 5783, 3122, 3071, 1934, 2042, 2953, 4207, 5166, 242, 1315, 2864, 1700, 2845, 224, 5681, 3941, 1707, 5686, 936, 6513, 4063, 3121, 1008, 5809, 2514, 6156, 3262, 1544, 6685, 4917, 6117, 2406, 6838, 5604, 2366, 2374, 1270, 4583, 991, 4810, 5586, 1278, 935, 5612, 4219, 2702]"
