first,second
23,"[3144, 5333, 928, 6344, 4206, 6774, 6861, 3902, 1844, 543, 6342, 2040, 6388, 244, 2461, 2364, 1024, 6712, 611, 6029, 998, 2756, 564, 5315, 2744, 218, 2096, 5323, 5015, 2365, 1313, 1666, 3499, 5702, 5414, 3120, 973, 931, 2782, 5379, 4634, 6724, 2745, 6867, 2466, 2065, 3536, 6104, 906, 245, 4596, 1991, 2082, 2705, 4218, 3514, 4655, 3467, 1003, 601, 4593, 985, 5969, 6062, 5343, 2815, 2409, 2437, 217, 5631, 5019, 576, 2079]"
6,"[5795, 2629, 4852, 2458, 4926, 254, 2503, 752, 4724, 2586, 2444, 6284, 3642, 2434, 3646, 3303, 282, 4358, 531, 3722, 1114, 3631, 3322, 5344, 1848, 6526, 2962, 6239, 2028, 3972, 999, 2452, 5872, 382, 361, 4276, 4307, 1057, 2184, 5618, 196, 1083, 4363, 6180, 703, 5654, 2244, 4653, 1, 1708, 2886, 2011, 2193, 2918, 4822, 1153, 2908, 1442, 5892, 37, 2926, 4828, 372, 4079]"
11,"[3762, 2044, 4707, 3429, 581, 504, 1264, 1406, 4107, 3227, 6131, 155, 4317, 2342, 2076, 555, 541, 2517, 6328, 4832, 2135, 2355, 3797, 4506, 2828, 5419, 3795, 485, 5540, 4490, 272, 5598, 3047, 5349, 1961, 4331, 2346, 4102, 3090, 4556, 1585, 4530, 3204, 6844, 6517, 1500, 3671, 916, 3348, 5589, 6177, 3769, 4343, 261, 918, 14, 4615, 5511, 5588, 1864, 965, 4664, 6707, 499, 3226, 2341, 1634, 1531, 537, 3416, 56, 3822, 501, 4442, 5528, 1686, 2344, 2914, 6107, 4892, 6667, 920, 3400, 1617, 919, 6643, 1353, 3092]"
9,"[4105, 3593, 5544, 2589, 2197, 5926, 3016, 5094, 1787, 1838, 2673, 2302, 399, 1476, 328, 313, 815, 2621, 1223, 3033, 887, 1769, 2312, 1032, 3041, 1556, 1456, 3344, 1877, 873, 2625, 5055, 4046, 83, 3668, 1896, 2141, 1891, 2639, 1789, 2500, 4690, 4047, 1227, 448, 1095, 1535, 4126, 3026, 27]"
14,"[2896, 6638, 6582, 303, 380, 4455, 2200, 2693, 4879, 2206, 2259, 2583, 21, 2642, 5581, 6654, 5104, 2588, 2924, 5142, 4061, 1049, 2948, 5552, 5803, 1534, 6516, 3105, 764, 2564, 6652, 5194, 4017, 6160, 95, 1110, 392, 6189, 4470, 476, 58, 1437, 337, 3981, 1945, 3253, 3051, 330, 1443, 2879, 3240, 3242, 3056, 4755, 5893, 4100, 1517, 6876, 4341, 3663, 6670, 6602, 4386, 683, 2862]"
3,"[1204, 1790, 5195, 852, 1085, 5068, 1928, 2250, 72, 3718, 67, 2638, 3603, 838, 2658, 82, 2181, 457, 2652, 3609, 1063, 692, 2988, 3367, 3598, 1791, 2986, 3007, 817, 2645, 4080, 3393, 3365, 813, 1210, 1139, 694, 5077, 3011, 2985, 4066, 3952, 1937, 2227]"
7,"[3440, 6409, 1675, 3447, 2057, 4616, 5600, 6747, 388, 2767, 3956, 3455, 5491, 3839, 3115, 5517, 3117, 666, 1514, 6687, 2242, 1992, 1207, 1919, 495, 3808, 3396, 3339, 3155, 5389, 2719, 3868, 6866, 6184, 5281, 524, 4424, 4194, 1050, 572, 2865, 3171, 5215, 6125, 571, 6880, 5326, 3560, 5617, 4136, 684, 605, 1894, 627, 1431, 2017, 1672, 6353, 4590, 1042, 4739, 4043, 1327, 5984, 6646, 6070, 5033, 3456, 2131, 6018, 4554, 6292, 3960, 6622, 3201, 3907]"
4,"[5353, 5267, 5112, 5115, 1843, 2819, 4022, 610, 4359, 3893, 6565, 157, 4240, 5699, 984, 4290, 2436, 2216, 6208, 6914, 974, 5733, 938, 4806, 6162, 4817, 4754, 4420, 6223, 6272, 2081, 6187, 2034, 6188, 4020, 5824, 6101, 5355, 4915, 6925, 6102]"
13,"[6831, 5358, 6465, 6402, 4587, 6486, 6414, 5001, 3829, 5861, 3521, 3150, 1338, 6273, 6013, 3895, 6780, 6056, 6467, 6403, 4642, 3830, 6435, 1310, 6458, 1335, 6077, 6813, 6811, 5846, 3110, 4621]"
15,"[4242, 5295, 3497, 5691, 2795, 4620, 6055, 6065, 5726, 6772, 6789, 5656, 3157, 4198, 6423, 5332, 4605, 6487, 6367, 6400, 5722, 4262, 6441, 1330, 3502, 3854, 3475, 5709, 3903, 4230, 6442, 4600, 2731, 1695, 583, 5713, 5759, 2796]"
2,"[1533, 396, 461, 6310, 5184, 5197, 5599, 2640, 304, 6877, 4503, 2974, 4877, 786, 479, 3346, 2660, 3635, 4027, 394, 2653, 721, 3039, 369, 6572, 4381, 1798, 1143, 4388, 5481, 4431, 3107, 2201, 1883, 1478, 4850, 401, 6254, 1065, 3388, 4741, 5536, 2511, 5594, 5465, 3241, 4118, 2270, 3050, 2145, 2348, 1434, 1509, 6703, 2286, 4059, 386, 1901, 5922, 365, 3418, 3281]"
10,"[2792, 3862, 5283, 238, 927, 4909, 3511, 4965, 3867, 1269, 4956, 5712, 3866, 6027, 3472, 4924, 6843, 3919, 3493, 1684, 2102, 3096, 1635, 5740, 926, 4942, 6852, 1631, 4949, 4175, 3509, 6397, 6764, 4988, 2750, 6028, 4249, 5329, 5979, 1283, 2735, 4999, 5012, 4603, 6478, 1656, 4237, 4610, 6399, 6818, 3832, 2048, 4966, 5282, 3138, 6798, 6036, 4989]"
18,"[6411, 6889, 2356, 941, 2747, 6723, 5190, 4591, 6535, 6372, 5441, 4284, 6653, 560, 3432, 3914, 2460, 6786, 659, 3173, 5370, 2787, 6661, 6860, 4992, 6892, 1389, 3825, 156, 5707, 530, 1981, 5697, 5840, 1261, 5231, 4983, 1001, 6715, 2954, 2080, 4196, 5400, 5961, 6518, 2562, 3530]"
21,"[1056, 3835, 3941, 716, 5949, 5453, 4150, 2137, 1810, 6598, 5089, 6850, 2680, 4011, 643, 4834, 7, 6137, 4040, 6325, 2504, 2911, 1441, 5487, 2961, 6872, 6686, 3992, 3032, 1898, 784, 3, 4314, 4638, 2280, 2320, 3269, 6657, 5515, 3621, 2179, 4811, 1373, 5444, 2204, 5623, 1977, 3043, 3330, 6537, 1017, 4853, 1242, 4937, 1944, 5790, 6183, 3231, 5880, 2310, 718, 6164, 5781, 6619, 5942, 6695, 4308, 5526]"
