first,second
6,"[2871, 4283, 735, 5940, 3168, 5521, 1771, 2701, 1413, 5023, 3035, 3784, 1914, 2687, 4125, 5563, 2837, 1025, 3731, 4722, 2171, 4415, 909, 4853, 4868, 3961, 6138, 1708, 2143, 2624, 1514, 4881, 4686, 6291, 5956, 3651, 4832, 886, 4384, 5408, 129, 4510, 502, 282, 4150, 6906, 492, 5189, 5592, 3751, 6583, 5528, 122, 635, 2831, 3977, 5482, 651, 2454, 180, 283, 5489, 5515, 2473, 1740, 266, 5545, 897, 4305, 2817, 6704, 2135]"
11,"[4407, 6248, 6521, 6618, 4762, 6617, 3628, 5468, 4013, 6233, 5140, 6923, 6526, 4804, 4421, 4749, 6528, 3298, 4704, 6913, 6174, 6626, 6238, 4408, 6573, 5457, 4745, 4756, 6605, 5856, 6208]"
9,"[5397, 6297, 3305, 3792, 264, 2668, 275, 993, 4500, 136, 3424, 4838, 3755, 5389, 2285, 5240, 1582, 3582, 3064, 5912, 4872, 3735, 106, 880, 1410, 898, 2306, 6151, 5556, 1225, 1736, 5215, 888, 2709, 2613, 4138, 3744, 1028, 2682, 1508, 160, 1230, 1584, 3250, 1969, 3659, 153, 5390, 1712, 166, 885, 1979, 169, 617, 4507, 2678, 1960, 505, 6242, 159, 655, 2103, 3216, 3793, 1566, 5555, 498, 3781, 2677, 2268]"
14,"[314, 461, 5107, 1580, 2990, 2220, 2616, 3044, 3317, 44, 2309, 1761, 61, 3351, 3596, 4695, 2533, 309, 3001, 5095, 3968, 4080, 2525, 4731, 356, 1495, 1820, 2656, 2974]"
3,"[5742, 4602, 3151, 4975, 4958, 6443, 4949, 4230, 4965, 3510, 6774, 6797, 3455, 3495, 2736, 4952, 3864, 6469, 5651, 6071, 6092, 4599, 3500, 3522, 6001, 5309, 3896, 2051, 3520, 6028, 3876, 6478, 6819, 6484, 6073, 4211, 5336, 5710, 6027, 5637, 2053, 5700, 4262, 5676, 4210, 4264, 6013, 6444, 6755, 6366, 5317, 2408, 6408, 5702, 6023, 6000, 5694, 6775, 4592, 6793, 6414, 5318, 6758, 5301, 6085, 4928, 5330, 3497, 6450, 3467, 3493, 5648, 5307, 6432, 1663, 6410, 3152, 4359]"
7,"[368, 5900, 763, 4778, 2570, 1125, 4466, 4442, 5944, 4705, 4377, 6539, 5169, 2630, 2578, 8, 1152, 5121, 1116, 2617, 3218, 6229, 6251, 4354, 2886, 5514, 4782, 2959, 5937, 6230, 5096, 1873, 787, 2967, 1544, 5943, 1158, 3642, 4768, 5524, 3650, 3657, 6680, 1889, 6663, 5870, 2568, 347, 2958, 2231, 5093, 5089, 38, 6275, 4065, 6287, 2591, 2932, 4438, 2916, 4834]"
4,"[3381, 4339, 3288, 6191, 911, 4801, 6, 6310, 301, 1930, 3671, 2503, 3647, 674, 1818, 4381, 5134, 6939, 4010, 1802, 365, 2198, 2295, 6231, 1171, 2556, 2313, 2481, 3669, 2852, 4727, 1052, 1466, 4142, 5913, 5167, 4799, 4030, 1847, 6675, 5884, 766, 5129, 6298, 1458, 5105, 4739, 5446, 2686, 3701, 4355, 3703, 5816, 6311, 4076, 1814, 5104, 2190, 3280, 1588, 2188, 712, 715, 3219]"
13,"[1309, 3137, 3815, 1310, 6368, 2750, 4625, 6487, 3885, 2387, 6387, 5283, 6069, 1625, 2395, 1626, 4226, 2774, 4547, 5371, 1989, 1666, 1620, 1658, 6714, 5392, 6488, 6018, 4573, 4221, 1367, 928, 6033, 4261, 3901, 4240, 2429, 6717, 4643, 2751, 5625, 6067, 5669, 2754, 6673, 3515, 2410, 2394, 3160, 576, 5306, 4951, 6460, 6858, 5327, 5722, 3893, 3832, 3466, 2789, 5374, 4610, 3857, 4624, 2739, 6784, 2417, 1662, 4222, 6100, 6009, 6064, 219, 5325, 4946, 4637, 6392, 2744, 4590, 5355, 3148, 3461, 3465, 6010, 2797, 3477, 4224, 6038, 3149, 4993, 3530, 2049, 6716, 4977, 3136, 4914, 6029, 6451, 3879, 4925, 5699, 5656, 4268, 5304, 6744, 3161]"
15,"[2380, 5013, 1634, 2375, 3540, 1652, 3446, 4631, 1688, 4651, 1255, 4203, 2465, 3132, 969, 1262, 5732, 1641, 3554, 3127, 2388, 5018, 596, 4904, 4247, 2705, 2400, 3174, 2726, 1988, 2353, 4204, 4190, 4903, 5406, 1281, 5022, 1706, 214, 3092, 1276, 4597, 2366, 6121, 3803, 2020, 2368, 4248, 2356, 178, 245, 6154, 2357, 893, 5976, 3822, 2725, 1618, 4540, 560, 2716, 528, 966, 991, 224, 5641, 2004, 2382, 1237, 5929, 1279, 2063, 4652, 215, 514, 2770, 2399, 165, 1687, 1254, 2784, 1673, 6329, 2807, 5290, 3167, 1676, 985, 534, 541, 6852, 997, 6354, 1665, 6838, 5246, 3789, 3078, 207, 5274, 6884, 3074, 3449, 1346, 2044]"
2,"[3962, 5027, 1986, 6696, 6115, 526, 4156, 4896, 5607, 4887, 2827, 1604, 1616, 1295, 4542, 6702, 517, 956, 950, 6334, 660, 1630, 1266, 4294, 1731, 5764, 1686, 3400, 1351, 5589, 2699, 162, 1987, 1751, 4902, 903, 195, 1258, 499, 3048, 1738, 2086, 3801, 4095, 1274, 659, 5613, 895, 900, 3768, 3821, 1633, 120, 3775, 3047, 4684, 525, 5729, 6491, 1585, 2043, 3535, 1238, 2367, 892, 1252, 209, 2333, 916, 673, 2801, 164, 4864, 200, 539, 1249, 3170, 1349, 2057, 2463, 3817, 902, 3560, 4650]"
10,"[4276, 6698, 5982, 4911, 6713, 3478, 931, 6501, 4922, 5369, 6739, 6112, 6754, 6089, 4246, 6377, 1568, 4546, 2753, 205, 4934, 2788, 4199, 6746, 3814, 6342, 6748, 2055, 3142, 4577, 5363, 5370, 2391, 4574, 4186, 6463, 6060, 4641, 6362, 6059, 5760, 4258, 3470, 2348, 192, 926, 6672, 2414, 3451, 4618, 1336, 5366, 5664, 4576, 1347, 3492, 6740, 2402, 4202, 6709, 5978, 1268, 2762, 3164, 2411, 3899]"
18,"[4418, 3297, 4451, 6512, 5837, 5792, 6578, 6908, 6338, 6910, 4817, 6597, 6547, 6192, 339, 5507, 5836, 2585, 5088, 5150, 2910, 1860, 5044, 1859, 6636, 5930, 1844, 4049, 4422, 5877, 5806, 6182, 5493, 6545, 5469, 6252, 3645, 1128, 4753, 6609, 4805, 5083, 4405, 1850, 6557, 2919, 2217, 4816, 6893, 6222, 2573, 5463, 6226, 5915, 4701, 6598, 4024, 5909, 5822, 6197, 1721, 1088, 6554, 5453, 5525, 388]"
21,"[1506, 3639, 5480, 4480, 4765, 1852, 3282, 1069, 1486, 3283, 1436, 4780, 373, 71, 4766, 4428, 3681, 1172, 1455, 2984, 47, 5864, 3621, 5535, 4821, 2899, 2211, 764, 1444, 693, 392, 713, 2526, 4050, 3231, 768, 3716, 1505, 2939, 39, 1113, 354, 4696, 1419, 1766, 5423]"
