first,second
23,"[909, 196, 2118, 561, 4845, 185, 3915, 4148, 5433, 2816, 2701, 4298, 3940, 3207, 5455, 494, 2441, 5787, 2089, 5234, 5755, 1293, 2320, 5799, 6148, 2459, 6656, 623, 1959, 1998, 2007, 1716, 6117, 5382, 5217, 3426, 550, 4303, 2829, 6144, 976, 6669, 2327, 2042, 2687, 554]"
6,"[6454, 6427, 6764, 6053, 6052, 6438, 6073, 6423, 5650, 6805, 6734, 6456, 6078, 6430, 3830, 6379, 6086, 3521, 6811, 3145, 6765, 3517, 6042, 3874, 6814, 6400, 6818, 6786, 6800, 6047]"
11,"[5506, 6142, 5116, 6548, 3645, 6235, 5849, 6569, 4755, 1849, 2214, 6536, 5082, 4062, 2909, 1089, 6546, 5830, 3172, 2217, 5484, 6200, 6226, 4023, 6169, 6212, 4725, 5842, 6606, 3648, 4735, 6143, 6579, 5058, 5872, 2005, 6928, 5792, 6269, 4021, 6911, 4775, 6547, 1845, 6557, 4736, 2933, 6929, 6531, 6627]"
9,"[6878, 6238, 5887, 6168, 5153, 5857, 5848, 6545, 4781, 5826, 4368, 5141, 6565, 6619, 6632, 4016, 4390, 4363, 4746, 3665, 5883, 3628, 5487]"
14,"[6242, 5582, 3372, 132, 5932, 869, 126, 4854, 1919, 5397, 3339, 1020, 3215, 2092, 6243, 2689, 3388, 3412, 2110, 2104, 3755, 169, 4152, 3960, 529, 167, 4484, 4698, 3773, 959, 5042, 485, 4892, 6205, 4500, 4136, 281, 4333, 1225, 5232, 4164, 2501, 5450, 3761, 6706, 3284, 2105, 3793, 6315, 4682, 5555, 1948, 3635, 1753, 5004, 5390, 4675, 4520, 227, 3944, 1979, 5416, 1410, 160, 848, 3208, 994, 5418, 3990, 4153, 1969, 3961, 1743, 4860, 870, 1142, 264, 1713, 4882, 3063, 5163, 270, 3216, 898, 3577, 166, 4177, 5023, 6282, 3387, 2120]"
3,"[4590, 3466, 6418, 6732, 2361, 2766, 6003, 2752, 5279, 3453, 5368, 1620, 4914, 4950, 5704, 4998, 4236, 4208, 2751, 3815, 3462, 4976, 2741, 4977, 2780, 6791, 5300, 6372, 4195, 3519, 6460, 6019, 5699, 6714, 1681, 3529, 6415, 3505, 4947, 3860, 4605, 5280, 2753, 3177, 5330, 4969, 4611, 3472, 6081, 3840, 3861, 6370, 3456, 3119, 4251, 3853, 2414, 4223, 6744, 5292, 5989, 3499, 3489, 3144, 5281, 2786, 5352]"
7,"[3941, 1232, 2823, 5939, 4132, 1973, 1406, 5182, 834, 1491, 4354, 3971, 3286, 2530, 3927, 1040, 3724, 5962, 3606, 2133, 3963, 6896, 1828, 2284, 4479, 2266, 2871, 3712, 4825, 5910, 2262, 1099, 5834, 1592, 3391, 4109, 2148, 1898, 2300, 2566, 1376, 2861, 4733, 3759, 4708, 1972, 5054, 669, 6241, 4846, 864, 1500, 3673, 643, 635, 2497, 805, 43, 770, 4713, 1797, 1577, 6678, 1117, 5797, 379, 425, 6220, 3304, 2226, 3244, 2207, 2632, 1208, 1971, 5592, 5803, 387, 3937, 1772, 3336, 3236, 4881]"
4,"[327, 2652, 3240, 49, 468, 364, 724, 699, 335, 1399, 3366, 1168, 2287, 720, 50, 5179, 663, 1398, 2141, 1837, 439, 1094, 2161, 3615, 2854, 733, 2551, 3730, 2505, 3365, 4689, 3719, 2946, 1037, 443, 3021, 1204, 1487, 2638, 687, 1189, 72, 783]"
13,"[4750, 4411, 6161, 5339, 4807, 5897, 2216, 4803, 4771, 3320, 4033, 5886, 3328, 4812, 5341, 3299, 4757, 4759, 6167, 4359, 5342]"
15,"[2484, 291, 3017, 488, 849, 1428, 5055, 5409, 1426, 2112, 3225, 103, 2884, 1218, 2649, 92, 3728, 2291, 4472, 481, 836, 1095, 1542, 1222, 115, 3710, 1770, 1823, 2499, 3687, 436, 24, 100, 859, 2126, 1893, 75, 4114, 469, 3205, 2292, 328, 1195, 3025, 3394, 3406]"
2,"[1993, 6141, 5523, 6206, 6541, 5251, 6266, 5071, 6299, 5574, 3626, 6530, 2892, 6552, 3691, 765, 4504, 5053, 1152, 2329, 4063, 3276, 5798, 3910, 5495, 4307, 5236, 3746, 3747, 4511, 1866, 4711, 343, 4505, 6539, 3248, 6283, 2482, 5128, 5458, 2900, 5422, 3312, 3693, 5884, 4356, 4039, 5130, 5499, 6288, 5203, 5923, 2607, 4404, 5931, 5421, 608, 6846, 3619, 6498, 3926, 1484, 3268, 1834, 5586, 1413, 1035, 3722, 6246, 5965, 2878, 5948, 3654, 4732, 6149, 5237, 6544, 4778, 5622, 6245, 5510]"
10,"[1795, 4030, 2188, 381, 4703, 2203, 4111, 6939, 4410, 5517, 2222, 1171, 251, 5871, 6524, 1874, 6317, 1818, 6173, 6520, 4416, 5481, 4434, 5134, 4381, 390, 4027, 5383, 6276, 5235, 330, 4366, 1478, 4064, 1798, 704, 5105, 2897, 3641, 6635]"
18,"[3893, 6068, 6358, 4241, 5693, 5630, 2745, 4991, 6352, 6102, 5657, 5016, 6867, 3161, 6448, 2797, 6371, 5722, 4593, 6363, 2437, 2410, 4285, 6486, 6742, 6389, 5642, 6033, 5625, 3160, 4573, 6823, 2790, 6825, 6673, 3885, 5343, 3843, 6111, 5626, 3178, 6098, 1311, 2068]"
21,"[4198, 4636, 6032, 4239, 6028, 6021, 5329, 6024, 5685, 4928, 4908, 3501, 5001, 4259, 6492, 6211, 6782, 3871, 3475, 1661, 3514, 4967, 4985, 5356, 6797, 4601, 6733, 6761, 5701, 4942, 5303, 5336, 2052, 3467, 2736, 5700, 3152, 6859, 5357, 6375, 5665, 3876, 5678, 6007, 6730, 6411, 6475, 6432, 4958, 5282, 4586, 1695, 5709, 3487, 6026, 5715, 4607, 6082]"
