first,second
23,"[450, 1964, 3379, 402, 2631, 1073, 3010, 4467, 5549, 2994, 2144, 4790, 326, 4109, 3244, 1782, 2647, 2279, 3331, 2824, 2528, 1776, 1472, 3405, 3039, 2579, 2675, 4337, 4729, 1760, 4304, 1813, 3032, 53, 1165, 18, 1938, 3343, 2207, 2899, 30, 2509, 74, 805, 2914, 1595, 2846, 4041, 3270, 1471, 2861, 1150, 1748, 2246, 1783, 5910, 2681, 5950, 1043, 1797, 3734, 3285, 744, 310]"
6,"[1381, 4298, 5239, 253, 4505, 3184, 3369, 6504, 6293, 6703, 2816, 3746, 6650, 3912, 4391, 4638, 6226, 5815, 5037, 620, 6144, 6894, 4289, 2420, 3104, 1994, 3915, 5455, 909, 5799, 4868, 4645, 6648, 4506, 4653, 554, 4919, 6490, 1572, 5783, 2042, 2953, 1003, 121, 5956, 2845, 5026, 4839, 3941, 6156, 5936, 6685, 5604, 651]"
11,"[5704, 6388, 6792, 3505, 1311, 3482, 3101, 5356, 3137, 4259, 3510, 3514, 5705, 3504, 5000, 4957, 6474, 1661, 4995, 2394, 6395, 1659, 3144, 4933, 5327, 6451, 3148, 4943, 6092, 3518, 2745, 4955, 6413, 4994, 6699, 1696, 5021, 6058, 4578, 6370, 3860, 5990, 3862, 2766, 3466, 2437, 3515, 5302, 6714, 4225, 4224, 3856, 4947, 4210, 5646, 6830, 5706, 3160, 4239, 4969, 6731, 3882, 2395, 5378, 3828, 5300, 1366, 6742, 3176, 1334, 4953, 5686, 2417, 3827, 5674, 2775, 5741, 4228, 4999, 6039, 3496, 3900, 5306, 4952, 3815, 5626, 6036, 4942, 2429, 2748, 5671]"
9,"[2888, 1096, 317, 1105, 1146, 48, 289, 2493, 2608, 2551, 797, 3253, 1902, 2854, 5066, 1497, 1488, 2840, 1895, 719, 3382, 789, 1462, 1163, 2862, 447, 3337, 701, 1194, 2596, 2661, 2600, 2986, 1545, 2650]"
14,"[4774, 4706, 2578, 751, 1082, 3695, 6347, 6200, 5113, 5837, 2932, 4768, 6519, 6189, 3266, 2194, 6530, 6576, 2258, 5120, 772, 2978, 4767, 2164, 5872, 5149, 6920, 5829, 2202, 4401, 4712, 4037, 1860, 5780, 4014, 4828, 5150, 3642, 3264, 5880, 2229, 4088, 5091, 1485, 4481, 2629, 6562, 2903, 6619, 3620, 6514, 4063, 5915, 1090, 5130, 3262, 6539, 382, 3647, 1130, 3313, 6540, 2938, 4805, 4399, 5487, 6306]"
3,"[5679, 5683, 3872, 5321, 5651, 5323, 6050, 5653, 6419, 4238, 6420, 4253, 4973, 6832, 5667, 6398, 3524, 5332, 5320, 6027, 6444, 4961, 6776, 6814, 6757, 5678, 6458, 6831, 4975, 3509, 6408, 4198, 6031, 3875, 6801, 3855, 3526, 6080, 6422, 2053, 4600, 6454, 6775, 6767, 6755, 6734, 4984, 5681, 5358, 5694, 6459, 4588, 3864, 6426, 6008, 6834, 6788, 6777, 3866, 3873, 4621, 4970]"
7,"[346, 2956, 2187, 5144, 4328, 4740, 5459, 5388, 759, 677, 5878, 5562, 5435, 2234, 4074, 2203, 728, 301, 1930, 2547, 3683, 2174, 4381, 4396, 2851, 1382, 3925, 3045, 6705, 4450, 1463, 1550, 4048, 1824, 1832, 1050, 2201, 5158, 5241, 2147, 1101, 1807, 2936, 4355, 5446, 3278, 743, 29, 5192, 358, 1802, 5851, 734, 3604, 3707, 4001, 5564, 5534, 6191, 5581, 4833, 1072, 300, 1596, 11, 4010, 1052, 2625, 3680, 4815, 4322, 1048, 4153, 367, 791, 1482, 2295, 6310, 1135, 2660, 5228, 6173, 4738]"
4,"[2907, 2926, 6269, 4390, 6624, 6232, 5822, 3308, 6563, 6521, 6194, 6632, 5140, 6235, 3627, 6593, 2210, 6503, 421, 6561, 4035, 1438, 4426, 6193, 6195, 6924, 2965, 6536, 6126, 4746, 4758, 4757, 6513, 5112, 6174, 4804, 6224, 3628, 6914, 2931, 3323, 3298]"
13,"[5259, 4547, 4256, 6091, 3161, 4532, 4257, 6103, 4929, 6090, 2416, 2064, 211, 2738, 2428, 5703, 6728, 1306, 4918, 219, 2018, 218, 4255, 3173, 5343, 4207, 6371, 6784, 5034, 3141, 6102, 6068, 5721, 599, 6752, 6098, 929, 2030, 1726, 949, 4226, 6857, 4033, 6604, 1291, 4917, 4634, 4935, 2037, 1312, 6826, 2068, 2065]"
15,"[2516, 2245, 2971, 1138, 4341, 1519, 3243, 833, 3271, 3241, 3009, 1869, 5194, 794, 2510, 417, 3015, 2529, 1220, 2221, 6263, 827, 5087, 45, 2166, 2152, 418, 39, 4126, 305, 758, 4068, 2157, 5195, 5438, 1121, 1118, 4047, 2122, 1475, 345, 1179, 299, 2558, 5426, 362, 4351, 1455, 4469, 4330, 2575, 3715, 6642, 2948, 1863, 5924, 4336, 1534, 3634]"
2,"[3852, 4250, 3118, 5393, 2363, 2762, 3899, 3802, 6672, 4234, 6059, 1681, 2724, 3557, 4549, 2742, 4992, 990, 4302, 3069, 5012, 5364, 4635, 5597, 1569, 1568, 4934, 1269, 952, 3167, 1365, 5297, 1367, 548, 189, 5733, 3491, 2772, 931, 4202, 3858, 5655, 6724, 6003, 4647, 598, 4546, 3177, 2759, 5405, 5992, 3452, 4996, 3122, 5662, 1287, 2730, 1653, 3095, 1620, 4276, 1700, 5244, 3469, 2786, 5978, 5008, 3884, 1690, 946, 3859, 2776, 6480, 2016, 968, 1683, 5991, 2406, 967, 4641, 4577, 2366, 6718, 3489, 5352, 935]"
10,"[2658, 91, 780, 2889, 641, 1769, 2161, 20, 353, 2890, 2946, 3246, 4325, 1791, 814, 5067, 1037, 3718, 720, 96, 3596, 1098, 432, 1378, 89, 1106, 2505, 4689, 1201, 468, 1204, 1487, 452]"
18,"[5467, 4420, 6525, 5845]"
21,"[86, 28, 2850, 1403, 1523, 3710, 4436, 841, 3411, 2598, 4129, 2299, 4311, 2996, 3026, 3000, 3965, 101, 3685, 1908, 2494, 105, 2134, 1205, 1476, 3334, 1904, 3013, 1175, 1176, 2500, 3370, 109, 731, 1881, 3592, 836, 849, 1788, 1906, 4492, 1578, 141, 2298, 4091, 802, 1549, 290, 2129, 3004, 3394, 67, 5078, 440]"
