first,second
23,"[6163, 3329, 1843, 6528, 6565, 6273, 4412, 3322, 6914, 6162, 4758, 5457, 6187, 6188, 4446]"
6,"[1204, 475, 98, 1790, 461, 393, 91, 852, 101, 1928, 1838, 477, 1428, 1476, 72, 2274, 1792, 328, 3718, 3615, 67, 2638, 70, 4478, 313, 1074, 815, 4688, 2621, 1397, 838, 679, 638, 3033, 2658, 2519, 795, 1769, 463, 1105, 82, 457, 290, 2652, 3225, 83, 3609, 1063, 692, 95, 1896, 2988, 2141, 1891, 1791, 2986, 3007, 2484, 335, 1789, 817, 2645, 2500, 3240, 3393, 831, 3365, 813, 1210, 1139, 3011, 1937, 448, 1095, 2862, 1535, 27]"
11,"[396, 431, 1154, 2137, 803, 4455, 1830, 3251, 758, 2200, 3283, 2942, 2206, 1882, 2259, 5488, 7, 21, 2642, 1452, 2588, 1441, 2924, 2948, 2181, 1477, 1534, 2191, 4044, 764, 2564, 5527, 4017, 1110, 392, 3621, 58, 5444, 3981, 3253, 3051, 2879, 4100, 1517, 3231, 4341, 3663, 1506, 6670, 137]"
9,"[6853, 3835, 4214, 2444, 6118, 910, 2434, 2819, 610, 2334, 1355, 2008, 1597, 5919, 2461, 971, 194, 2076, 5234, 4511, 6712, 984, 4290, 5026, 2459, 998, 2419, 2028, 6868, 3804, 6184, 1304, 2441, 6685, 2088, 1643, 6686, 3053, 974, 5791, 1644, 4555, 2706, 1389, 2466, 3820, 196, 2320, 261, 5966, 1373, 2082, 5908, 2117, 6707, 5231, 2338, 2011, 1003, 4845, 5984, 2381, 5969, 6701, 2420, 4159, 2114, 2815, 3059, 158, 919, 2015]"
14,"[5064, 3941, 2629, 4852, 2905, 6284, 5197, 3303, 388, 3227, 2327, 282, 5491, 5960, 4451, 3722, 4825, 5441, 1514, 4834, 222, 6270, 4501, 2293, 4506, 5947, 6239, 6900, 5598, 4783, 2837, 5909, 5872, 122, 4530, 1840, 5763, 3570, 4307, 6517, 3105, 620, 6652, 4638, 6177, 3417, 6657, 5382, 2179, 5623, 4778, 4653, 1242, 5796, 5790, 4769, 2954, 4728, 501, 5815, 6540, 4141, 5892, 3977, 6278, 6341, 6906, 6695, 4828, 6703, 4289, 6643, 1512, 6639]"
3,"[4926, 4359, 6486, 4358, 6232, 4916, 5716, 4802, 2216, 6029, 6208, 2396, 4642, 5618, 4806, 6090, 5840, 4937, 6223, 4748, 6836, 5343, 2409, 6101, 5355, 6925]"
7,"[3431, 6344, 4918, 6723, 2107, 6861, 4220, 3886, 2040, 1649, 4979, 1024, 3460, 2032, 6653, 6843, 611, 2756, 5748, 3125, 564, 6364, 1324, 4279, 3173, 1313, 5414, 2431, 973, 191, 6661, 4175, 2771, 2038, 4215, 6724, 6867, 2374, 2065, 906, 3062, 4596, 6353, 1991, 3112, 4218, 4655, 4219, 4652, 3416, 4932, 6646, 4593, 2081, 5033, 2034, 6107, 3102, 217, 5631, 5019, 5756, 2056, 4915, 4630, 2079, 6102]"
4,"[6889, 2044, 3440, 3429, 581, 1374, 2356, 3447, 5765, 254, 1264, 2062, 3813, 1270, 2838, 6131, 2087, 914, 543, 4663, 5391, 244, 5246, 541, 4877, 966, 157, 3808, 5616, 3919, 518, 560, 2355, 3838, 2102, 235, 2719, 2809, 3914, 3074, 2383, 3079, 5015, 2346, 3090, 4424, 2031, 4192, 2784, 2331, 6852, 5277, 938, 3888, 571, 3174, 925, 1988, 4545, 2019, 3536, 245, 2726, 1981, 236, 1672, 1261, 2705, 1634, 2347, 1327, 1688, 3822, 2080, 2388, 985, 2389, 5006, 6308, 4554, 4563, 5400, 932, 2399, 4561, 1353, 3092]"
13,"[3314, 5453, 2586, 6286, 5509, 6598, 6224, 6526, 2962, 1851, 5822, 5487, 5142, 6930, 4363, 4367, 4817, 6537, 4754, 5123, 5849, 2585, 4813, 6578, 6300, 6195, 5836, 6574, 6619, 2926, 6547, 5824]"
15,"[3762, 2111, 3593, 4687, 1231, 1045, 4107, 3016, 1950, 2476, 2673, 2302, 3737, 3987, 5056, 473, 2242, 6296, 3346, 352, 4499, 2323, 1218, 2660, 1010, 466, 4490, 272, 616, 3959, 1223, 4331, 887, 2312, 1032, 29, 2865, 1556, 3574, 3204, 784, 873, 503, 4521, 5055, 3038, 850, 4046, 3749, 1521, 684, 14, 1894, 5199, 476, 1233, 1431, 19, 4433, 1547, 5065, 2995, 4309, 3226, 2639, 4129, 3197, 1031, 3725, 642, 56, 3223, 818, 4859, 3763, 1773, 1558, 1227, 2286, 1901, 3359, 3562, 1966, 1562, 5172]"
2,"[2792, 941, 1675, 6713, 238, 4206, 927, 6826, 6747, 2767, 3839, 3115, 6342, 3142, 1269, 3117, 3124, 6372, 2364, 6698, 4181, 4924, 4938, 3797, 3155, 2436, 3868, 3432, 6866, 2096, 5349, 1635, 2365, 5740, 2788, 6361, 926, 5370, 4194, 1631, 2787, 4276, 5733, 931, 5379, 6125, 4922, 4988, 4992, 4249, 5326, 5380, 5979, 1283, 5655, 3825, 5012, 4615, 5760, 2017, 4982, 4576, 4233, 6070, 601, 3116, 2048, 2348, 6463, 4182, 5737, 5759, 4227]"
10,"[3144, 3862, 5283, 928, 5353, 2747, 4909, 3511, 5645, 4591, 3902, 3893, 2795, 5625, 6388, 3879, 5712, 1338, 4222, 6387, 6059, 5726, 3472, 4240, 5699, 5671, 1684, 5656, 3096, 2744, 218, 5281, 4605, 4941, 1666, 3499, 3120, 5761, 2782, 6487, 5741, 6860, 4634, 2750, 3480, 2745, 1310, 5312, 1335, 2735, 6716, 5617, 4999, 5722, 5697, 6106, 4948, 6091, 4590, 1330, 6714, 1656, 4610, 4983, 4572, 3832, 6715, 2731, 3456, 3110, 4196, 6018, 2437, 3138, 6795, 2796, 576, 4989, 3530]"
18,"[5795, 3910, 5098, 6310, 4724, 4692, 5189, 6877, 531, 767, 5252, 6687, 2898, 3637, 4711, 786, 495, 2577, 4439, 4791, 4861, 5529, 5104, 2175, 3926, 5818, 6572, 4381, 1798, 5215, 4388, 36, 3671, 2947, 4015, 4699, 6160, 3268, 2201, 5114, 6938, 5855, 1478, 1437, 3043, 5620, 2548, 1, 1065, 4741, 1153, 5594, 6602, 1442, 4406, 3612, 1509, 4401, 1033, 5922, 3418, 3281]"
21,"[6411, 6831, 5358, 6409, 5333, 6465, 6774, 4965, 4616, 4587, 4242, 3455, 5295, 3497, 3867, 5691, 6414, 5001, 4620, 6476, 4956, 6055, 3150, 3866, 6065, 6027, 6013, 3895, 3493, 6789, 6056, 6467, 3157, 5315, 4198, 6786, 5323, 5332, 4942, 5702, 4949, 3509, 6397, 6367, 6028, 5329, 6104, 5707, 4603, 4262, 6478, 3514, 3854, 6492, 3467, 3475, 4952, 5709, 3903, 4230, 4600, 1695, 6062, 583, 4966, 5713, 5282, 6798, 6036]"
